speed_ego,speed_other,distance,relative_speed,lane_difference,weather,brake_event,collision_risk
109.56,25.06,82.45,84.5,1,0,0,0.253
110.92,75.35,27.22,35.57,1,0,0,0.213
51.39,49.49,29.75,1.9,0,0,0,0.219
89.11,33.37,99.9,55.74,0,0,0,0.274
47.16,97.18,34.08,50.02,0,0,0,0.325
39.06,41.74,43.43,2.68,0,0,0,0.185
38.46,42.37,99.03,3.9,0,1,0,0.23
54.21,47.51,38.19,6.7,0,1,0,0.345
63.0,78.68,37.88,15.68,1,0,0,0.129
103.09,85.97,83.12,17.13,0,0,0,0.184
31.99,21.76,32.57,10.23,0,0,0,0.23
93.49,44.19,24.91,49.31,0,2,0,0.728
73.15,63.1,43.47,10.05,0,1,0,0.333
48.79,53.2,70.66,4.4,0,1,1,0.459
69.28,108.42,6.24,39.14,1,0,1,0.781
49.99,98.77,38.64,48.78,0,0,0,0.31
79.61,82.59,35.93,2.98,0,0,0,0.202
63.38,53.8,25.99,9.58,0,0,0,0.254
36.44,90.07,66.12,53.63,1,1,0,0.288
31.66,104.36,30.42,72.71,1,1,0,0.455
74.67,79.48,61.46,4.81,0,1,1,0.474
110.24,98.45,51.43,11.8,0,2,1,0.63
54.4,94.91,23.28,40.51,0,0,0,0.345
93.3,77.17,28.12,16.13,1,1,0,0.331
85.87,51.22,18.72,34.65,0,1,0,0.592
113.16,94.58,7.55,18.58,1,0,0,0.456
102.1,40.68,62.68,61.42,1,1,0,0.313
76.66,97.95,67.93,21.29,0,0,0,0.204
85.7,100.45,18.27,14.75,0,0,0,0.319
109.84,102.21,62.31,7.62,0,0,1,0.374
59.95,67.29,98.24,7.34,0,0,0,0.154
52.68,39.25,9.29,13.43,1,0,0,0.374
21.08,29.97,50.06,8.89,0,0,0,0.191
102.66,94.34,73.84,8.32,0,1,0,0.264
100.1,108.63,6.51,8.53,0,0,0,0.587
30.45,85.08,78.27,54.64,0,0,0,0.281
77.69,34.42,97.99,43.27,0,0,0,0.244
66.4,113.49,10.67,47.09,0,1,0,0.867
31.87,118.91,82.58,87.04,0,0,0,0.359
118.06,63.34,39.1,54.72,0,0,1,0.524
41.47,79.48,16.12,38.01,0,1,0,0.654
26.72,97.72,50.33,71.0,1,0,0,0.246
79.48,93.64,9.01,14.15,1,1,0,0.785
93.89,116.78,53.17,22.89,0,0,0,0.222
23.24,31.49,3.9,8.24,1,0,0,0.735
85.87,78.07,73.4,7.8,0,1,0,0.264
73.23,89.19,49.82,15.96,0,2,1,0.647
30.33,109.01,46.98,78.68,0,1,0,0.493
37.25,107.41,21.23,70.16,0,0,1,0.633
76.8,117.8,37.4,41.0,0,0,0,0.294
49.64,71.21,19.82,21.57,0,0,1,0.522
113.83,103.08,74.07,10.76,0,1,1,0.47
101.87,62.73,21.5,39.15,0,0,0,0.353
118.36,62.23,62.44,56.13,1,2,0,0.406
45.97,45.33,29.4,0.63,0,0,0,0.217
116.97,101.82,66.38,15.15,0,0,0,0.19
63.12,118.58,54.96,55.46,1,0,1,0.401
54.75,45.63,43.5,9.12,0,1,0,0.33
25.03,25.61,67.95,0.58,1,0,1,0.252
25.28,101.55,42.74,76.28,1,0,0,0.271
89.2,82.02,82.49,7.18,0,1,0,0.252
65.79,115.97,73.5,50.18,0,0,0,0.272
42.65,45.22,54.98,2.57,1,0,0,0.069
81.4,27.1,87.95,54.29,0,0,0,0.275
45.29,69.24,83.23,23.96,0,2,0,0.385
77.76,28.55,54.12,49.22,1,2,1,0.614
55.92,46.18,8.71,9.74,0,0,0,0.485
102.36,32.6,57.47,69.76,0,0,0,0.334
102.07,42.41,36.82,59.66,1,1,0,0.384
67.74,30.61,54.93,37.12,0,1,1,0.568
55.08,115.39,65.42,60.31,0,0,0,0.303
56.26,47.86,65.19,8.4,0,0,0,0.174
100.57,64.39,68.01,36.18,1,1,0,0.242
52.82,109.86,68.57,57.04,0,2,0,0.494
40.91,87.73,12.71,46.83,0,1,0,0.778
28.47,81.8,20.79,53.33,0,0,0,0.394
66.67,90.56,63.79,23.89,0,1,0,0.318
68.21,102.88,42.0,34.67,0,0,1,0.468
104.09,107.77,76.76,3.68,0,0,0,0.154
42.12,84.26,14.24,42.14,1,0,1,0.535
58.1,109.0,20.77,50.9,0,1,1,0.799
100.84,73.54,56.73,27.3,0,0,0,0.229
102.36,47.73,51.07,54.63,0,1,0,0.421
58.46,108.01,28.11,49.55,1,1,0,0.414
65.91,74.15,42.02,8.23,0,0,1,0.402
50.33,110.61,5.43,60.29,0,0,0,0.795
113.26,24.02,5.63,89.24,0,0,1,1.0
31.86,59.75,11.3,27.89,0,1,0,0.789
113.37,114.78,58.53,1.41,0,0,0,0.162
88.39,44.97,86.64,43.42,0,0,1,0.448
73.16,114.15,27.5,41.0,0,0,0,0.325
23.27,115.39,5.33,92.12,0,0,0,0.884
67.56,108.21,71.45,40.65,0,0,0,0.25
60.77,76.37,85.82,15.59,0,0,0,0.179
36.12,84.69,15.54,48.57,0,2,0,0.956
85.64,106.96,39.8,21.32,0,1,0,0.375
117.12,97.59,17.56,19.53,0,0,1,0.537
76.22,83.01,12.42,6.79,0,0,0,0.378
91.48,118.23,65.52,26.75,0,0,0,0.219
26.85,88.57,96.82,61.72,0,1,0,0.376
61.77,117.55,68.46,55.78,0,0,1,0.49
31.64,25.74,98.51,5.9,0,0,0,0.15
81.28,33.9,44.57,47.38,0,0,1,0.495
113.85,65.15,89.99,48.7,0,1,0,0.349
86.18,58.49,22.1,27.69,0,0,0,0.321
27.68,98.27,13.55,70.59,0,1,0,0.807
55.47,36.06,70.85,19.41,0,0,0,0.197
75.07,117.61,38.4,42.54,0,2,1,0.773
60.32,51.51,33.13,8.81,1,1,0,0.277
103.36,62.89,67.79,40.47,0,1,1,0.553
101.47,47.47,34.68,53.99,0,0,0,0.333
81.18,77.94,58.11,3.25,0,0,0,0.167
57.35,25.86,31.35,31.48,0,2,0,0.603
45.53,34.97,78.81,10.57,0,2,0,0.358
30.59,94.58,32.61,63.99,0,0,0,0.364
55.49,38.65,54.43,16.84,0,0,0,0.205
61.32,43.55,4.27,17.77,1,0,0,0.708
87.58,99.3,79.59,11.72,0,0,0,0.173
85.82,29.33,62.79,56.49,0,0,0,0.296
27.01,63.75,20.84,36.74,0,0,0,0.352
59.53,22.31,23.11,37.22,0,0,1,0.538
38.18,54.68,27.72,16.5,1,0,1,0.363
35.68,89.9,58.5,54.22,0,2,1,0.712
102.73,29.01,55.74,73.72,0,0,0,0.346
24.19,108.83,28.84,84.64,0,0,0,0.429
61.92,110.95,70.02,49.03,0,2,0,0.47
36.82,30.5,89.13,6.32,1,1,1,0.343
107.93,119.07,6.26,11.14,0,0,0,0.61
75.7,49.75,42.89,25.95,0,0,0,0.245
43.14,28.41,60.16,14.73,0,0,1,0.394
70.24,20.51,59.47,49.74,0,1,0,0.39
93.15,60.85,3.91,32.3,0,1,1,1.0
115.81,82.98,22.64,32.83,1,0,0,0.23
42.04,53.22,8.06,11.17,0,0,0,0.514
108.62,103.67,57.76,4.95,0,0,0,0.172
113.43,91.66,65.25,21.77,0,0,1,0.407
111.64,55.02,17.65,56.63,0,0,1,0.629
83.54,93.43,34.64,9.89,0,2,0,0.519
82.98,114.05,34.32,31.07,0,1,1,0.626
60.32,29.31,82.34,31.01,0,0,0,0.22
95.24,50.61,21.08,44.63,1,0,0,0.27
73.13,66.33,55.73,6.8,0,0,1,0.379
87.74,69.8,78.73,17.94,1,0,0,0.089
62.85,74.22,83.3,11.37,0,1,1,0.461
93.15,50.06,67.32,43.09,0,0,0,0.259
102.45,86.73,31.35,15.72,0,0,1,0.447
34.64,84.51,82.66,49.86,0,0,0,0.266
103.29,77.78,74.73,25.51,0,1,0,0.306
74.03,31.38,71.04,42.65,0,1,0,0.354
104.47,67.7,8.6,36.77,0,1,0,0.971
63.13,55.62,6.24,7.51,0,0,0,0.602
57.9,69.1,70.15,11.2,1,1,0,0.176
111.51,112.19,94.59,0.68,0,1,0,0.225
45.12,68.05,77.82,22.94,0,0,1,0.402
104.42,21.4,83.48,83.02,0,1,1,0.64
68.4,63.88,55.41,4.52,0,1,1,0.485
71.41,102.06,31.85,30.66,1,0,0,0.183
50.85,98.01,68.42,47.16,1,0,0,0.168
77.3,71.34,71.77,5.97,0,1,0,0.261
52.52,44.98,68.19,7.54,0,0,0,0.169
23.93,66.51,94.78,42.58,0,2,0,0.416
47.2,76.37,37.98,29.17,0,0,0,0.263
20.64,119.99,5.89,99.35,0,0,0,0.857
117.84,84.42,91.03,33.42,0,2,0,0.398
116.57,89.43,17.73,27.15,0,0,1,0.555
59.52,69.15,70.34,9.63,1,0,1,0.273
92.84,55.45,87.57,37.39,0,0,1,0.433
54.58,101.3,32.39,46.71,0,1,1,0.676
87.11,69.49,83.38,17.62,0,0,0,0.186
100.54,119.47,34.54,18.93,0,0,0,0.246
114.68,65.71,79.84,48.96,1,2,0,0.352
60.02,26.8,8.84,33.22,0,0,0,0.539
98.33,88.26,66.21,10.07,0,1,0,0.279
46.59,24.66,68.36,21.93,1,0,0,0.105
119.03,45.05,50.16,73.98,0,0,0,0.353
22.58,55.37,69.33,32.8,0,1,1,0.532
80.35,93.95,92.47,13.6,0,0,0,0.171
85.95,69.42,73.92,16.53,0,0,0,0.188
88.8,22.86,96.21,65.94,0,1,1,0.587
32.04,81.68,45.96,49.65,0,0,0,0.299
113.85,61.14,53.77,52.71,0,1,1,0.61
38.12,112.18,27.85,74.07,0,0,0,0.406
82.28,69.96,98.59,12.32,0,1,1,0.451
42.27,90.9,7.4,48.63,0,0,1,0.838
50.72,41.89,37.14,8.83,0,1,0,0.356
74.65,96.1,31.17,21.45,1,0,0,0.162
61.72,92.1,39.88,30.38,0,1,1,0.597
36.02,110.41,91.94,74.39,0,0,1,0.524
37.09,23.38,38.07,13.71,1,0,0,0.124
61.81,64.75,91.86,2.94,0,1,0,0.233
95.73,87.92,43.49,7.81,1,2,1,0.556
109.8,29.52,85.77,80.28,0,0,0,0.341
28.41,61.06,53.13,32.65,0,1,1,0.561
59.31,114.21,32.51,54.9,0,0,0,0.342
30.02,63.59,46.04,33.57,1,0,0,0.158
21.66,118.54,43.59,96.88,1,2,0,0.578
86.17,25.68,27.47,60.49,0,2,0,0.72
80.24,91.78,30.38,11.54,0,0,0,0.24
36.3,78.1,20.27,41.8,0,0,0,0.369
43.38,70.05,34.93,26.67,0,0,1,0.464
22.37,117.08,63.19,94.71,0,0,1,0.591
103.49,32.97,39.88,70.53,1,0,1,0.462
117.47,109.6,71.81,7.87,0,0,0,0.168
33.55,89.12,98.72,55.58,0,0,0,0.274
43.15,45.9,38.96,2.75,0,0,1,0.394
106.84,110.17,47.34,3.33,0,2,0,0.426
112.65,62.93,18.08,49.72,0,0,0,0.408
61.96,101.42,40.44,39.46,0,0,0,0.283
25.06,58.88,73.23,33.82,0,1,0,0.329
23.94,105.09,23.31,81.15,1,2,0,0.735
77.39,83.66,19.84,6.27,0,0,0,0.284
59.29,34.1,38.88,25.18,0,1,0,0.388
22.87,84.97,82.23,62.1,0,2,0,0.481
78.33,39.13,63.12,39.19,0,0,1,0.453
21.13,61.19,95.84,40.06,0,1,1,0.522
98.74,37.03,90.64,61.71,0,0,0,0.292
50.64,22.2,16.81,28.44,1,2,0,0.761
24.03,41.19,6.17,17.16,0,0,0,0.631
78.84,73.64,41.11,5.2,0,1,0,0.329
59.77,68.16,53.16,8.39,0,0,0,0.186
117.38,70.15,52.53,47.23,1,1,0,0.299
74.42,44.77,15.14,29.65,0,0,1,0.591
47.52,88.52,14.23,40.99,1,2,0,0.892
90.94,90.43,6.59,0.52,0,1,0,1.0
47.15,55.8,85.38,8.65,0,0,0,0.162
110.42,108.12,94.88,2.31,0,0,1,0.342
57.47,84.4,13.34,26.93,0,1,0,0.706
74.99,91.3,22.89,16.32,0,0,0,0.287
25.06,47.73,10.81,22.68,0,1,0,0.8
62.61,20.06,88.0,42.55,0,0,0,0.246
103.24,106.54,95.95,3.3,1,0,0,0.044
100.56,102.24,27.66,1.68,0,0,0,0.226
42.43,32.32,31.75,10.11,0,0,0,0.232
42.61,57.41,37.54,14.8,0,0,0,0.228
101.73,86.13,51.24,15.6,0,1,0,0.323
113.04,85.21,68.88,27.83,1,0,1,0.32
29.54,106.04,51.43,76.5,1,0,0,0.258
65.01,34.03,95.2,30.98,0,0,0,0.214
53.75,62.99,11.79,9.25,1,1,0,0.62
107.07,29.72,80.26,77.35,0,1,0,0.43
28.35,58.96,34.78,30.61,0,0,1,0.474
41.11,21.51,39.0,19.6,0,2,0,0.512
95.25,109.83,71.47,14.58,0,1,1,0.483
25.13,72.7,93.08,47.58,1,2,0,0.331
69.25,104.98,72.19,35.73,0,0,0,0.237
64.21,25.99,78.03,38.22,0,0,0,0.24
53.44,42.75,75.58,10.69,1,1,0,0.168
59.46,45.94,33.46,13.52,0,0,1,0.435
72.99,58.67,76.18,14.32,0,0,1,0.381
36.14,100.29,78.88,64.15,0,0,0,0.304
77.2,58.66,54.27,18.54,1,0,0,0.11
100.54,40.47,54.6,60.08,1,0,0,0.213
96.02,26.5,76.45,69.52,0,0,0,0.319
35.39,27.95,82.07,7.44,1,1,0,0.153
34.92,96.0,35.05,61.08,1,0,0,0.25
46.82,64.48,80.55,17.66,0,0,0,0.187
56.11,92.62,81.79,36.51,0,1,0,0.326
60.85,88.23,24.94,27.38,0,0,0,0.303
87.97,33.54,72.26,54.43,0,2,1,0.679
25.67,34.29,20.28,8.62,1,0,0,0.186
23.47,95.53,11.12,72.07,1,1,0,0.808
59.19,92.13,58.31,32.94,0,0,0,0.241
89.72,57.8,91.05,31.91,1,0,0,0.118
39.34,27.74,5.47,11.6,0,1,1,1.0
84.15,21.21,83.0,62.94,0,2,1,0.682
45.98,48.82,51.63,2.83,0,1,0,0.29
108.61,20.92,86.37,87.69,1,1,0,0.349
109.57,43.01,84.66,66.56,1,0,1,0.407
49.73,61.95,87.78,12.22,0,1,0,0.259
43.0,32.14,77.35,10.86,1,0,1,0.272
61.13,30.43,84.61,30.7,0,0,0,0.218
44.05,109.64,19.25,65.59,0,0,0,0.437
87.24,78.55,31.78,8.69,0,0,1,0.429
102.61,113.45,25.76,10.84,1,1,0,0.339
87.31,54.58,74.76,32.73,0,0,1,0.428
102.44,87.71,17.06,14.72,0,0,0,0.331
59.7,40.47,19.86,19.23,0,0,1,0.516
35.63,81.83,88.14,46.2,1,1,0,0.244
93.8,32.96,71.18,60.84,1,0,0,0.201
56.05,20.21,87.79,35.84,0,0,0,0.229
87.13,113.15,15.66,26.03,1,0,0,0.275
47.06,75.49,41.1,28.43,0,0,1,0.454
28.12,112.69,29.75,84.57,0,0,1,0.625
119.26,53.38,2.95,65.88,1,0,0,1.0
35.62,52.78,29.88,17.16,0,0,0,0.256
118.84,60.07,39.2,58.78,0,0,0,0.334
117.73,90.6,11.04,27.12,0,2,0,1.0
99.38,76.58,57.52,22.8,0,0,1,0.417
85.94,112.54,39.55,26.59,0,1,0,0.389
77.78,22.54,6.55,55.24,0,0,1,0.901
106.61,90.82,70.99,15.79,0,0,0,0.188
48.94,53.03,73.47,4.09,0,0,1,0.357
66.77,38.02,83.78,28.74,0,0,0,0.213
81.94,71.04,49.58,10.9,0,1,1,0.516
61.12,70.51,96.93,9.39,1,0,0,0.059
62.75,33.7,91.58,29.05,0,0,1,0.41
53.03,40.19,56.03,12.84,0,0,0,0.193
76.42,60.82,45.61,15.61,1,0,1,0.314
105.06,60.88,2.3,44.18,0,1,1,1.0
40.15,51.76,71.68,11.6,0,1,1,0.475
113.44,34.85,57.37,78.59,0,0,0,0.356
88.91,20.44,93.88,68.47,0,1,0,0.395
102.33,117.02,60.23,14.7,0,0,0,0.194
75.62,114.35,99.3,38.73,0,1,0,0.317
97.95,68.37,85.67,29.59,0,1,0,0.305
21.62,119.51,95.45,97.89,0,0,1,0.581
101.84,87.37,34.11,14.47,0,1,0,0.386
24.01,26.89,16.63,2.87,1,1,0,0.454
108.99,31.77,80.09,77.22,0,0,1,0.536
119.2,111.61,79.05,7.59,0,1,1,0.456
49.41,83.01,22.72,33.6,0,0,1,0.532
41.03,104.32,76.94,63.29,0,0,0,0.303
96.54,109.83,59.03,13.29,1,0,1,0.292
45.3,64.79,12.73,19.49,0,0,0,0.404
106.56,24.85,51.17,81.7,0,0,0,0.371
30.28,38.83,93.25,8.54,0,0,0,0.158
32.6,26.66,51.63,5.94,1,0,0,0.081
117.92,38.87,79.29,79.04,0,2,0,0.528
87.38,61.05,4.83,26.33,0,0,0,0.766
104.69,31.82,73.35,72.87,0,0,1,0.529
52.43,36.67,94.79,15.76,0,0,1,0.376
87.65,64.58,50.95,23.07,0,0,1,0.425
79.42,54.02,35.1,25.41,0,1,1,0.607
80.32,66.77,65.37,13.55,0,0,0,0.187
88.25,62.92,91.79,25.34,0,0,0,0.201
77.54,84.45,19.32,6.91,0,0,0,0.289
62.91,113.72,41.56,50.81,0,0,0,0.309
47.59,30.79,17.32,16.81,0,1,0,0.574
96.86,29.93,50.67,66.93,1,0,0,0.235
42.63,105.28,54.96,62.65,0,0,1,0.519
89.24,70.64,94.53,18.6,0,0,1,0.383
43.33,96.64,42.43,53.31,0,1,0,0.444
82.53,41.54,57.56,40.99,0,1,0,0.372
94.71,102.89,88.76,8.18,0,1,0,0.248
41.87,112.38,33.5,70.51,0,2,1,0.881
25.99,83.55,68.07,57.55,1,2,0,0.396
33.1,30.59,76.2,2.51,1,0,0,0.052
80.6,109.53,34.39,28.93,0,0,0,0.271
104.94,99.25,18.11,5.7,0,1,1,0.731
24.5,95.09,51.29,70.59,0,0,0,0.343
93.42,23.67,36.97,69.74,0,0,1,0.567
54.13,99.9,28.11,45.76,1,0,0,0.235
67.85,33.8,97.4,34.06,0,1,0,0.306
112.89,42.24,51.21,70.65,0,0,0,0.344
53.2,77.71,85.93,24.52,0,1,0,0.292
66.53,46.5,21.14,20.04,0,1,0,0.516
21.37,86.13,94.07,64.77,0,0,1,0.499
28.16,80.81,79.85,52.65,0,0,0,0.275
45.86,30.81,81.25,15.04,0,0,0,0.18
22.79,85.6,40.2,62.82,0,0,0,0.342
83.14,112.4,49.59,29.26,1,0,0,0.142
62.64,36.11,60.15,26.53,0,0,0,0.224
74.81,79.71,79.4,4.89,1,1,0,0.149
37.46,54.19,85.21,16.72,0,0,0,0.182
49.59,65.96,9.65,16.37,0,1,0,0.848
86.38,48.7,90.6,37.68,0,0,0,0.232
116.53,55.41,93.87,61.12,0,1,0,0.377
25.04,22.89,60.1,2.15,0,0,0,0.163
109.04,118.16,20.3,9.12,1,0,1,0.387
77.69,82.48,82.2,4.79,1,0,0,0.054
76.39,70.07,55.76,6.32,0,0,0,0.177
70.03,58.37,82.09,11.66,0,0,1,0.371
26.94,73.94,81.85,47.0,1,0,1,0.36
28.99,58.01,10.5,29.02,1,0,0,0.377
80.09,55.99,61.49,24.1,1,1,1,0.422
54.1,66.39,49.35,12.3,0,2,0,0.439
111.73,47.6,94.72,64.13,1,0,0,0.197
60.66,38.0,31.07,22.65,0,0,0,0.266
34.33,75.66,22.19,41.33,0,1,0,0.555
91.47,104.28,89.91,12.8,0,0,0,0.171
49.34,35.28,16.57,14.05,0,1,1,0.783
72.55,23.27,69.28,49.27,0,0,0,0.273
89.78,44.68,31.4,45.1,0,0,1,0.521
110.03,117.97,57.65,7.95,0,0,1,0.38
99.22,102.88,62.39,3.66,0,0,1,0.364
87.64,79.59,42.9,8.05,0,1,1,0.53
87.96,112.92,97.55,24.96,0,0,1,0.398
114.59,64.53,14.92,50.06,0,0,1,0.645
49.58,118.33,40.36,68.75,0,0,0,0.356
20.11,49.63,44.18,29.52,0,1,0,0.379
47.2,44.03,63.84,3.16,0,0,0,0.162
41.79,83.8,41.91,42.02,0,2,0,0.55
86.18,57.82,11.51,28.37,0,1,1,0.98
83.37,82.64,94.85,0.73,0,1,0,0.225
79.35,50.5,42.78,28.85,0,0,0,0.252
21.62,81.79,35.58,60.17,1,0,0,0.246
92.88,47.57,45.78,45.3,0,0,0,0.288
52.35,25.1,23.23,27.26,1,0,1,0.413
86.51,111.21,11.82,24.71,0,1,0,0.758
75.66,108.32,16.56,32.66,0,1,1,0.83
54.27,117.08,18.33,62.81,0,0,0,0.438
33.46,91.65,21.37,58.2,0,1,0,0.608
29.44,88.27,43.16,58.83,0,0,0,0.326
103.15,75.9,63.14,27.25,1,0,0,0.123
111.84,32.59,63.63,79.25,1,0,0,0.252
84.98,38.92,2.01,46.06,1,0,0,1.0
30.34,48.95,92.25,18.6,1,1,0,0.172
60.2,109.02,82.64,48.81,0,0,0,0.264
92.89,37.3,96.47,55.6,0,1,0,0.361
97.98,112.29,37.28,14.31,1,0,1,0.327
31.82,72.28,67.15,40.46,0,2,0,0.455
20.0,91.56,18.47,71.55,0,1,0,0.688
91.21,31.02,82.07,60.19,0,1,0,0.385
55.66,46.9,17.81,8.76,0,0,1,0.508
45.45,115.85,33.95,70.4,0,0,0,0.376
21.29,46.61,50.1,25.33,1,0,1,0.332
74.03,49.65,60.26,24.38,0,0,1,0.418
105.12,39.76,56.84,65.36,1,0,0,0.224
115.76,32.91,12.01,82.86,1,1,0,0.795
76.57,43.33,43.32,33.25,0,0,0,0.262
71.45,84.23,92.45,12.79,0,0,0,0.169
28.51,65.54,87.49,37.03,0,1,0,0.322
74.89,75.38,59.9,0.49,1,0,0,0.059
58.0,32.24,58.09,25.76,0,1,1,0.533
80.71,100.21,12.94,19.5,0,0,0,0.4
58.87,98.41,21.63,39.54,0,0,0,0.354
44.03,22.16,26.76,21.87,0,0,1,0.481
29.5,58.35,49.84,28.85,0,0,0,0.241
51.49,26.88,73.67,24.61,0,0,0,0.208
29.66,99.21,47.15,69.55,0,0,1,0.547
37.69,93.73,14.35,56.04,0,2,0,1.0
118.73,110.2,45.06,8.53,0,1,0,0.323
64.41,43.64,17.94,20.77,1,0,1,0.437
73.19,65.63,75.61,7.56,0,1,0,0.26
107.36,38.45,18.32,68.91,0,2,0,0.916
119.56,57.12,49.29,62.43,1,0,0,0.226
78.27,72.22,69.95,6.05,0,2,1,0.563
101.25,25.33,24.36,75.91,0,2,0,0.804
52.69,91.49,9.45,38.79,1,1,1,1.0
50.57,74.33,57.2,23.75,0,0,0,0.22
60.27,102.9,7.31,42.63,0,1,1,1.0
87.25,47.18,59.6,40.07,0,0,0,0.258
88.22,110.33,75.84,22.11,0,2,0,0.392
51.52,119.87,34.27,68.35,0,0,0,0.37
33.32,111.93,49.86,78.61,0,1,0,0.484
83.24,97.79,93.02,14.55,0,0,0,0.174
32.83,101.24,48.17,68.4,0,0,1,0.542
77.85,77.37,99.66,0.47,0,2,1,0.505
89.34,39.02,17.39,50.33,0,1,0,0.657
90.06,87.7,71.48,2.36,0,0,1,0.354
95.35,91.28,65.96,4.07,0,2,1,0.567
107.29,118.54,87.49,11.25,0,1,0,0.257
70.0,74.13,11.06,4.13,0,2,1,1.0
93.02,47.14,29.46,45.89,0,0,0,0.33
81.92,88.37,14.95,6.45,1,2,0,0.774
38.66,117.94,93.44,79.27,0,1,0,0.422
22.57,37.72,43.81,15.15,0,2,0,0.472
48.45,52.6,91.19,4.15,0,0,0,0.148
64.3,74.19,30.85,9.88,0,0,0,0.235
81.71,37.02,14.38,44.69,0,1,0,0.717
105.0,22.22,31.06,82.77,0,0,1,0.616
39.62,53.7,60.52,14.07,0,1,0,0.299
32.55,106.54,84.83,73.98,0,2,0,0.507
116.35,24.35,39.77,92.0,1,1,0,0.452
30.8,62.89,91.65,32.09,1,0,0,0.118
67.85,96.22,25.93,28.37,0,0,0,0.301
78.56,115.32,69.97,36.76,0,0,0,0.241
74.14,118.55,74.1,44.41,0,1,1,0.554
28.6,62.2,28.85,33.59,0,0,1,0.501
25.7,115.04,4.64,89.34,0,0,1,1.0
30.55,23.54,37.79,7.01,0,0,0,0.208
78.56,94.59,6.43,16.03,1,1,0,1.0
74.43,84.27,90.27,9.84,0,0,0,0.163
43.37,44.95,95.45,1.58,1,0,1,0.24
83.78,70.73,74.07,13.05,1,0,0,0.079
102.01,32.96,73.22,69.05,0,0,0,0.32
24.16,107.16,25.61,83.0,0,0,0,0.439
69.81,55.79,9.24,14.02,1,0,1,0.577
88.93,82.6,80.61,6.33,0,0,0,0.159
45.23,35.88,56.8,9.35,0,0,0,0.184
50.78,40.62,68.8,10.16,1,2,0,0.276
81.36,119.2,78.4,37.83,0,0,1,0.439
109.79,95.31,42.12,14.48,0,2,0,0.48
100.99,116.2,16.17,15.2,0,1,0,0.596
78.31,49.59,79.91,28.73,1,1,0,0.208
93.02,36.46,46.47,56.57,1,0,0,0.215
56.48,70.31,83.04,13.82,0,1,0,0.268
84.1,69.47,44.89,14.63,0,1,1,0.539
66.62,37.49,23.27,29.12,1,0,1,0.417
38.99,93.32,18.76,54.33,0,0,0,0.413
90.17,56.18,74.9,34.0,1,0,0,0.131
75.65,38.64,58.34,37.01,0,0,0,0.252
55.86,53.2,41.65,2.66,1,0,0,0.089
111.13,76.37,50.23,34.77,0,2,0,0.492
22.09,92.65,55.86,70.55,0,1,0,0.449
51.58,68.19,25.46,16.61,0,0,0,0.274
25.69,72.56,39.06,46.87,0,0,1,0.505
96.65,33.89,30.66,62.76,1,1,0,0.428
90.21,111.47,40.07,21.26,0,0,0,0.238
53.14,112.87,51.06,59.74,0,1,0,0.434
87.57,88.34,18.99,0.78,0,0,1,0.477
59.59,21.76,40.56,37.83,0,0,0,0.279
95.63,73.71,39.78,21.92,0,1,0,0.376
65.42,82.92,30.03,17.5,0,0,1,0.457
61.23,119.47,99.85,58.24,1,0,0,0.18
113.47,119.61,9.22,6.13,0,1,0,0.851
45.09,105.76,65.01,60.67,1,0,1,0.405
32.04,26.38,19.09,5.66,0,1,1,0.712
78.45,115.33,84.27,36.87,0,1,0,0.324
116.93,81.27,91.59,35.67,1,0,0,0.127
57.78,100.09,41.34,42.3,0,0,1,0.488
26.2,60.72,82.7,34.52,0,1,0,0.32
53.93,51.97,26.49,1.96,0,0,0,0.232
70.59,66.32,15.73,4.27,0,1,0,0.579
36.19,34.69,32.96,1.5,0,0,1,0.407
85.81,55.71,35.48,30.1,0,1,1,0.617
119.77,105.76,40.94,14.01,1,0,1,0.318
65.17,23.8,38.55,41.38,0,1,0,0.43
55.47,35.09,42.29,20.39,0,1,0,0.363
60.07,32.51,71.58,27.56,0,0,0,0.217
31.51,60.31,26.07,28.79,1,1,1,0.581
108.33,119.7,3.82,11.37,0,0,0,0.855
61.48,37.34,49.99,24.15,0,0,0,0.229
58.73,34.55,45.93,24.18,0,0,0,0.235
85.97,111.51,7.89,25.54,0,1,0,1.0
64.2,108.21,15.11,44.0,0,2,0,0.962
84.82,23.22,51.97,61.6,0,1,0,0.436
26.14,95.17,25.01,69.03,0,0,0,0.407
101.37,85.55,88.0,15.83,0,1,1,0.468
114.05,96.77,18.98,17.28,0,0,0,0.318
84.88,69.45,3.97,15.43,0,0,0,0.843
115.46,119.14,45.86,3.68,0,0,0,0.184
35.14,24.38,98.64,10.76,0,2,0,0.332
67.74,43.44,64.12,24.3,0,0,0,0.215
80.18,59.65,36.69,20.53,1,0,1,0.344
78.17,64.98,3.65,13.2,1,0,0,0.785
60.15,112.14,49.52,51.99,0,1,0,0.419
53.81,76.0,22.23,22.19,0,0,0,0.306
32.68,24.51,65.48,8.17,1,1,1,0.376
59.17,60.79,59.13,1.61,0,0,1,0.362
36.27,61.65,27.99,25.38,0,0,1,0.484
93.44,116.55,8.75,23.11,0,1,0,0.926
40.88,79.92,75.99,39.04,0,0,0,0.243
25.86,83.57,59.38,57.71,0,1,0,0.41
75.24,91.33,84.53,16.09,0,1,0,0.272
79.52,97.0,27.46,17.48,0,1,0,0.44
